points,year,price,variety_num,country_num,taster_name_Alexander Peartree,taster_name_Anna Lee C. Iijima,taster_name_Anne Krebiehl MW,taster_name_Carrie Dykes,taster_name_Christina Pickard,taster_name_Fiona Adams,taster_name_Jim Gordon,taster_name_Joe Czerwinski,taster_name_Kerin O’Keefe,taster_name_Lauren Buzzeo,taster_name_Matt Kettmann,taster_name_Michael Schachner,taster_name_Paul Gregutt,taster_name_Roger Voss,taster_name_Sean P. Sullivan,taster_name_Susan Kostrzewa,taster_name_Virginie Boone
86,2013,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2015,17.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2014,25.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,2015,26.0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,2013,46.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,2013,40.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2013,32.0,44,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2013,75.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2012,55.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2013,75.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2016,18.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,2015,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,2016,11.0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,2016,20.0,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,2014,24.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2014,55.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2014,29.0,71,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2014,23.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2013,55.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2014,22.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,2015,20.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2010,30.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2013,75.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,20.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,20.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,16.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,14.0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2014,30.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,18.0,53,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2014,26.0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2014,30.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,23.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2013,85.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2014,15.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,19.0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2012,18.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2013,25.0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2014,44.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2013,80.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2006,40.0,124,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2013,85.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2013,64.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2010,68.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2012,68.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2013,35.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2013,25.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2012,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2012,46.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2010,50.0,98,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,2012,38.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2013,35.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2014,28.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2013,25.0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2012,95.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2006,27.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2006,30.0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,2013,60.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2014,28.0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,2014,62.0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2014,30.0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2015,25.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2014,32.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2013,32.0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,2015,40.0,41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2014,48.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2014,36.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2014,40.0,70,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2014,22.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2006,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,2006,29.0,25,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2007,13.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2007,12.0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2006,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,2006,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,2007,15.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2009,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2007,13.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2009,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,2008,39.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2008,14.0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2007,19.0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2009,30.0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2009,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2009,41.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2011,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2011,215.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,2010,40.0,203,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,2006,45.0,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2009,70.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2011,30.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2009,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2009,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,2015,18.0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2013,48.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,2012,225.0,103,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,2010,150.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,2014,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,2014,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2013,85.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,2014,110.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,2012,125.0,103,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,2012,60.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,2012,200.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2014,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,2013,60.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,2000,21.0,70,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,2002,23.0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2002,10.0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2002,15.0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2002,18.0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2001,15.0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,2000,11.0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,2001,9.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,2002,30.0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,1999,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2002,15.0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2007,20.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,2013,30.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2015,20.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2014,30.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2015,18.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2011,18.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2010,35.0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2013,42.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2014,30.0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2015,24.0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2014,16.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2014,27.0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2012,89.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2015,15.0,108,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2012,54.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2012,15.0,45,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2013,42.0,45,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2013,35.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2012,32.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2015,28.0,56,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2015,14.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2014,19.0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2006,39.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2007,35.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2012,30.0,155,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,2006,50.0,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2011,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2012,29.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2010,66.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2007,60.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2008,69.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2010,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2003,70.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2010,73.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,2010,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2009,45.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2010,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2009,25.0,41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2009,30.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2011,20.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2011,11.0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2010,15.0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2009,15.0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,2009,28.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2014,65.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,48.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2010,70.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2013,90.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2014,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2014,36.0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,2013,35.0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2013,35.0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2014,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2015,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2014,35.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2015,49.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2014,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2014,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2011,50.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2015,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2015,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2014,38.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2014,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,2014,42.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2012,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2012,42.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2012,30.0,148,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,2013,75.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2013,54.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2012,85.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2014,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2011,150.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2013,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2011,90.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,2014,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2013,46.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2013,42.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,2015,40.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2010,88.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,2013,40.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2014,25.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2013,48.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2013,45.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2014,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2012,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2013,62.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2011,100.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2013,53.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2011,55.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,2012,70.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2014,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2015,50.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2016,11.0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,2014,37.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2016,17.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2015,15.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2016,26.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2014,32.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2016,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2014,41.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2013,36.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2008,35.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2009,30.0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2011,25.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,2011,25.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,2012,20.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2010,20.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,2012,35.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2013,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2013,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2011,54.0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2013,34.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2013,48.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2010,28.0,60,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,2010,125.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2014,45.0,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2010,36.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2012,30.0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2014,37.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,2013,40.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,2014,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,2013,75.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2014,39.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2014,43.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2013,30.0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,2013,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,2012,80.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2011,65.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,65.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2013,35.0,91,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2013,25.0,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,15.0,179,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2014,26.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2013,30.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2013,13.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2014,26.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2013,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,2012,38.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2012,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2011,50.0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,35.0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,35.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2011,25.0,21,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2011,42.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2011,45.0,54,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2010,70.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
